codigo_ibge_7,nome_municipio_ibge,codigo_uf_ibge,nome_uf_ibge,regiao,anos_disponiveis,anos_com_casos,casos_periodo,populacao_media,incidencia_media_anual_100mil,incidencia_mediana_anual_100mil,incidencia_maxima_anual_100mil,ano_maior_incidencia,incidencia_ano_pico_100mil,participacao_casos_periodo
1100148,Nova Brasilândia D'Oeste,11,Rondônia,Norte,10,10,1652,18957.9,932.2065655805567,462.1151111662907,4375.279035652784,2022,4375.279035652784,0.00010138133293500861
1100155,Ouro Preto do Oeste,11,Rondônia,Norte,10,10,353,37060.9,93.40161192312452,68.50618004726965,273.59437751004015,2016,273.59437751004015,2.1663202497613827e-05
1100189,Pimenta Bueno,11,Rondônia,Norte,10,10,2015,37134.1,557.8210614292831,128.38817010300204,2525.727643319365,2023,2525.727643319365,0.00012365822388864548
1100205,Porto Velho,11,Rondônia,Norte,10,10,5855,512148.6,120.17815119473084,58.23220957632935,425.468145271635,2022,425.468145271635,0.00035931459100149845
1100254,Presidente Médici,11,Rondônia,Norte,10,10,829,19920.7,414.41389711796353,247.37476403309415,1184.8709059864439,2022,1184.8709059864439,5.0874773004311224e-05
1100262,Rio Crespo,11,Rondônia,Norte,10,9,196,3721.5,533.8707184194061,263.7390896897197,1652.01172395417,2024,1652.01172395417,1.202829373805187e-05
1100288,Rolim de Moura,11,Rondônia,Norte,10,10,2676,57298.3,455.33447042090455,316.28748306214675,1392.2856823158938,2024,1392.2856823158938,0.0001642230308317694
1100296,Santa Luzia D'Oeste,11,Rondônia,Norte,10,10,347,7254.6,467.89119425615763,325.8304103978961,1401.8061733387249,2022,1401.8061733387249,2.1294989423999992e-05
1100304,Vilhena,11,Rondônia,Norte,10,10,5224,100324.8,528.991354585545,307.04353333067576,1744.7199265381084,2023,1744.7199265381084,0.0003205908494264437
1100320,São Miguel do Guaporé,11,Rondônia,Norte,10,10,384,22646.4,171.6137245640069,177.84615771707647,407.33197556008145,2020,407.33197556008145,2.3565636711285294e-05
1100338,Nova Mamoré,11,Rondônia,Norte,10,10,852,28914.7,303.35735601744506,176.17711261277495,726.2996941896024,2020,726.2996941896024,5.228625645316425e-05
1100346,Alvorada D'Oeste,11,Rondônia,Norte,10,9,515,14448.6,376.32391168022895,53.69809935933871,1494.2441106960432,2022,1494.2441106960432,3.160495548518731e-05
1100379,Alto Alegre dos Parecis,11,Rondônia,Norte,10,10,403,12848.7,326.59720553748366,203.24081185107434,1263.1762348636641,2023,1263.1762348636641,2.47316447777291e-05
1100403,Alto Paraíso,11,Rondônia,Norte,10,10,271,19558.7,149.63482997656132,122.66159400748614,588.2352941176471,2022,588.2352941176471,1.663095715822478e-05
1100452,Buritis,11,Rondônia,Norte,10,10,1615,35484.6,468.1234697669788,396.92784824629484,1171.7633609602742,2022,1171.7633609602742,9.911068564772331e-05
1100502,Novo Horizonte do Oeste,11,Rondônia,Norte,10,9,230,8531.7,269.6506859236054,82.78289259571667,1055.1142005958293,2024,1055.1142005958293,1.4114834488530254e-05
1100601,Cacaulândia,11,Rondônia,Norte,10,8,491,5480.7,1094.0433076899674,381.4852057573495,6096.385542168675,2023,6096.385542168675,3.013210319073198e-05
1100700,Campo Novo de Rondônia,11,Rondônia,Norte,10,10,321,12165.1,288.48502098697975,172.64802158959307,791.4970601537766,2022,791.4970601537766,1.9699399438340052e-05
1100809,Candeias do Jamari,11,Rondônia,Norte,10,9,565,25121.3,233.9363305632734,121.59604328989307,794.6033191242809,2024,794.6033191242809,3.467339776530258e-05
1100908,Castanheiras,11,Rondônia,Norte,10,8,184,3258.6,559.7854772036382,548.8777417662959,1268.171976492422,2022,1268.171976492422,1.1291867590824204e-05
1100924,Chupinguaia,11,Rondônia,Norte,10,8,557,10522.0,564.4938807937855,296.4991586214685,2927.927927927928,2023,2927.927927927928,3.418244700048414e-05
1100940,Cujubim,11,Rondônia,Norte,10,10,445,20840.4,261.4118225794741,176.06920056195156,908.2957680145328,2023,908.2957680145328,2.7309136293025926e-05
1101005,Governador Jorge Teixeira,11,Rondônia,Norte,10,10,215,8287.7,263.77248312487035,84.51235173898826,1887.2640919885016,2022,1887.2640919885016,1.3194301804495674e-05
1101104,Itapuã do Oeste,11,Rondônia,Norte,10,10,489,9818.8,515.7970059703823,364.44290017624536,2082.358446420215,2023,2082.358446420215,3.000936549952737e-05
1101203,Ministro Andreazza,11,Rondônia,Norte,10,9,213,8608.7,283.4861764004778,189.72413063959698,896.9996906897619,2022,896.9996906897619,1.3071564113291062e-05
1101302,Mirante da Serra,11,Rondônia,Norte,10,8,253,10596.9,266.5605872403131,64.48707343785544,1266.9193286410396,2022,1266.9193286410396,1.552631793738328e-05
1101401,Monte Negro,11,Rondônia,Norte,10,10,675,14343.5,486.1703990327387,183.20581128611428,1807.1543507859885,2021,1807.1543507859885,4.142397078155618e-05
1101435,Nova União,11,Rondônia,Norte,10,10,92,6881.7,137.72684227139368,111.13826441242904,403.22580645161287,2022,403.22580645161287,5.645933795412102e-06
1101450,Parecis,11,Rondônia,Norte,10,9,330,5325.6,637.0794588126375,538.4555600154259,1696.9696969696972,2023,1696.9696969696972,2.02517190487608e-05
1101468,Pimenteiras do Oeste,11,Rondônia,Norte,10,10,196,2239.4,862.2670414008765,448.3897575606188,2293.3794893985287,2024,2293.3794893985287,1.202829373805187e-05
1101476,Primavera de Rondônia,11,Rondônia,Norte,10,10,306,3083.4,1030.621524433553,314.3738260366999,3478.543563068921,2023,3478.543563068921,1.877886675430547e-05
1101484,São Felipe D'Oeste,11,Rondônia,Norte,10,10,384,5423.1,703.7396894463425,368.8120282409004,1996.9570178775198,2022,1996.9570178775198,2.3565636711285294e-05
1101492,São Francisco do Guaporé,11,Rondônia,Norte,10,10,623,18856.4,356.89377080650786,222.11654655808584,1664.0058946334275,2022,1664.0058946334275,3.82327908102363e-05
1101500,Seringueiras,11,Rondônia,Norte,10,8,601,12272.2,496.227572005533,67.75303766525266,2902.155887230514,2022,2902.155887230514,3.688267620698558e-05
1101559,Teixeirópolis,11,Rondônia,Norte,10,9,96,4455.1,221.6476150025845,105.63982838221384,1362.781954887218,2022,1362.781954887218,5.8914091778213236e-06
1101609,Theobroma,11,Rondônia,Norte,10,8,189,9760.4,217.0790649740622,107.61525716012062,1097.0048070997163,2023,1097.0048070997163,1.1598711818835732e-05
1101708,Urupá,11,Rondônia,Norte,10,9,160,11593.0,139.96250275575383,141.30728516888433,410.2564102564103,2022,410.2564102564103,9.819015296368873e-06
1101757,Vale do Anari,11,Rondônia,Norte,10,10,420,9936.3,489.96284431952347,271.55856330375246,1253.0413625304136,2025,1253.0413625304136,2.5774915152968293e-05
1101807,Vale do Paraíso,11,Rondônia,Norte,10,10,274,6974.5,384.0109418514654,138.96289301813195,1095.8481247106035,2022,1095.8481247106035,1.6815063695031695e-05
1200013,Acrelândia,12,Acre,Norte,10,10,532,14738.4,356.1957295214691,181.38634978899688,1106.7998218942816,2021,1106.7998218942816,3.26482258604265e-05
1200054,Assis Brasil,12,Acre,Norte,10,10,2505,7717.0,3227.9801021557355,2524.3832895810597,6979.455048812473,2016,6979.455048812473,0.00015372895823377515
1200104,Brasiléia,12,Acre,Norte,10,10,2286,26289.6,860.8202245988668,483.0065835229881,2753.846153846154,2023,2753.846153846154,0.00014028918104687027
1200138,Bujari,12,Acre,Norte,10,10,659,11406.4,560.8014197537257,343.3215194410689,1741.8905318572424,2023,1741.8905318572424,4.044206925191929e-05
1200179,Capixaba,12,Acre,Norte,10,10,729,11212.0,663.236576131838,479.2791784434438,2684.757505773672,2023,2684.757505773672,4.4737888444080676e-05
1200203,Cruzeiro do Sul,12,Acre,Norte,10,10,14811,90065.2,1622.2661512213745,1266.4263057011103,3279.1708156060467,2019,3279.1708156060467,0.0009089339722157461
1200252,Epitaciolândia,12,Acre,Norte,10,10,2659,18571.3,1421.3248826513352,1207.6954352055234,3252.444399412331,2024,3252.444399412331,0.00016317976045653022
1200302,Feijó,12,Acre,Norte,10,10,4119,35031.7,1153.3285129289602,1107.7904213333886,3506.849315068493,2018,3506.849315068493,0.0002527782750358962
1200328,Jordão,12,Acre,Norte,10,8,23,8723.5,25.40570565754963,23.613737724270585,70.8215297450425,2025,70.8215297450425,1.4114834488530255e-06
1200336,Mâncio Lima,12,Acre,Norte,10,10,2260,19142.0,1173.4572966680998,1074.0000174530219,3278.2487391351005,2018,3278.2487391351005,0.00013869359106121032
1200344,Manoel Urbano,12,Acre,Norte,10,9,689,10541.9,661.1292007861391,267.0452872727561,2339.964952066797,2021,2339.964952066797,4.228313461998846e-05
1200351,Marechal Thaumaturgo,12,Acre,Norte,10,10,1794,18181.5,954.8731974504096,515.1196344994621,3098.6061453961347,2020,3098.6061453961347,0.00011009570901053599
1200385,Plácido de Castro,12,Acre,Norte,10,9,1015,18362.8,536.9116329838682,236.8703413419222,2478.9164324048043,2018,2478.9164324048043,6.228937828634004e-05
1200393,Porto Walter,12,Acre,Norte,10,9,429,11493.0,387.8891507625373,170.55053101642358,1462.5058220773171,2022,1462.5058220773171,2.632723476338904e-05
1200401,Rio Branco,12,Acre,Norte,10,10,18289,390820.9,456.93637378910915,329.69435395393026,1304.082469507834,2021,1304.082469507834,0.0011223748172205644
1200427,Rodrigues Alves,12,Acre,Norte,10,10,2497,17293.4,1430.2456863941811,1331.3852354943706,2774.023299221214,2024,2774.023299221214,0.00015323800746895673
1200435,Santa Rosa do Purus,12,Acre,Norte,10,6,15,6656.9,21.936620873743983,14.181822136391096,74.37156031533542,2023,74.37156031533542,9.205326840345818e-07
1200450,Senador Guiomard,12,Acre,Norte,10,10,272,22309.9,121.58937485841693,117.6428272347425,257.38218915251065,2016,257.38218915251065,1.6692326003827085e-05
1200500,Sena Madureira,12,Acre,Norte,10,10,3239,44094.5,727.255189928853,382.7789189458599,2494.6322243619543,2018,2494.6322243619543,0.00019877369090586736
1200609,Tarauacá,12,Acre,Norte,10,10,7117,43114.2,1638.5769070658457,646.0391437427187,6947.175851817974,2021,6947.175851817974,0.0004367620741516079
1200708,Xapuri,12,Acre,Norte,10,10,2574,18864.7,1337.2203762647391,846.3178664399085,4464.914930031209,2021,4464.914930031209,0.00015796340858033423
1200807,Porto Acre,12,Acre,Norte,10,10,1085,17758.3,606.8870962136382,633.4123201655138,1162.1637812256633,2023,1162.1637812256633,6.658519747850142e-05
1300029,Alvarães,13,Amazonas,Norte,10,10,589,16136.2,367.90373343005336,39.85227625788663,1493.760242026976,2023,1493.760242026976,3.614625005975792e-05
1300060,Amaturá,13,Amazonas,Norte,10,5,10,11340.9,8.863751714623968,4.260395364689844,36.97199371476107,2022,36.97199371476107,6.136884560230545e-07
1300086,Anamã,13,Amazonas,Norte,10,2,2,12098.5,1.9710836905297424,0.0,10.019036168720568,2025,10.019036168720568,1.227376912046109e-07
1300102,Anori,13,Amazonas,Norte,10,6,9,19528.3,4.416640062138066,4.803809660715407,10.127095042786976,2016,10.127095042786976,5.523196104207491e-07
1300144,Apuí,13,Amazonas,Norte,10,7,25,21590.1,11.82604116872149,4.59601579843993,52.30374209500261,2016,52.30374209500261,1.5342211400576365e-06
1300201,Atalaia do Norte,13,Amazonas,Norte,10,8,917,18068.7,578.2737081994788,49.670042141505526,4053.118509660772,2025,4053.118509660772,5.62752314173141e-05
1300300,Autazes,13,Amazonas,Norte,10,8,42,41031.2,10.51944548269042,5.175838054266362,58.27505827505828,2016,58.27505827505828,2.5774915152968293e-06
1300409,Barcelos,13,Amazonas,Norte,10,10,172,24011.2,81.08695059653148,25.424028882307283,417.3531026908292,2025,417.3531026908292,1.0555441443596538e-05
1300508,Barreirinha,13,Amazonas,Norte,10,4,7,32094.3,2.1588130909286947,0.0,8.97236511544443,2024,8.97236511544443,4.295819192161382e-07
1300607,Benjamin Constant,13,Amazonas,Norte,10,10,3176,41227.1,795.1276069646319,211.79765623469112,4364.109647258819,2022,4364.109647258819,0.00019490745363292213
1300631,Beruri,13,Amazonas,Norte,10,8,108,20315.7,52.42897084310168,11.49486920337823,216.84134441633537,2024,216.84134441633537,6.6278353250489894e-06
1300680,Boa Vista do Ramos,13,Amazonas,Norte,10,5,38,21403.5,20.519888951976398,2.49500998003992,149.3362831858407,2016,149.3362831858407,2.3320161328876075e-06
1300706,Boca do Acre,13,Amazonas,Norte,10,10,1154,35382.5,332.06157480410883,100.34727249946005,1896.9250757903853,2020,1896.9250757903853,7.08196478250605e-05
1300805,Borba,13,Amazonas,Norte,10,9,268,38205.9,69.24833634362037,51.040356361701974,175.50457565500815,2016,175.50457565500815,1.644685062141786e-05
1300839,Caapiranga,13,Amazonas,Norte,10,7,15,13421.9,10.79776243609553,7.420876647754844,62.893081761006286,2024,62.893081761006286,9.205326840345818e-07
1300904,Canutama,13,Amazonas,Norte,10,7,200,16340.1,112.58919959979501,9.16427962592381,905.7869723231759,2024,905.7869723231759,1.2273769120461092e-05
1301001,Carauari,13,Amazonas,Norte,10,10,1106,28955.1,388.5540299773752,61.306607324216145,2226.620484908461,2019,2226.620484908461,6.787394323614984e-05
1301100,Careiro,13,Amazonas,Norte,10,8,50,35310.4,14.354433966421402,8.859998053818176,46.04300958777964,2016,46.04300958777964,3.068442280115273e-06
1301159,Careiro da Várzea,13,Amazonas,Norte,10,6,10,25931.4,4.171751399043497,3.210326006980364,20.192841637639457,2024,20.192841637639457,6.136884560230545e-07
1301209,Coari,13,Amazonas,Norte,10,10,1049,79931.1,136.5952302702233,80.14854268226895,560.8236250338662,2024,560.8236250338662,6.437591903681843e-05
1301308,Codajás,13,Amazonas,Norte,10,9,469,26683.7,186.9656145407441,46.236482502999095,1329.1889902253486,2024,1329.1889902253486,2.878198858748126e-05
1301407,Eirunepé,13,Amazonas,Norte,10,9,942,34895.0,263.45883257047274,38.81212822768059,1355.0135501355014,2025,1355.0135501355014,5.780945255737174e-05
1301506,Envira,13,Amazonas,Norte,10,8,1591,18975.4,878.3528934414462,73.39044496235496,4910.714285714285,2024,4910.714285714285,9.763783335326799e-05
1301605,Fonte Boa,13,Amazonas,Norte,10,6,16,21695.6,6.886325278482073,5.415681740862482,21.25624402168137,2025,21.25624402168137,9.819015296368873e-07
1301654,Guajará,13,Amazonas,Norte,10,10,2835,15595.4,1845.7025092922754,734.1252833495248,6600.614010605637,2024,6600.614010605637,0.00017398067728253597
1301704,Humaitá,13,Amazonas,Norte,10,10,1123,56886.9,197.45457685423165,110.37532436262956,481.9654446435718,2022,481.9654446435718,6.891721361138903e-05
1301803,Ipixuna,13,Amazonas,Norte,10,10,1397,27582.5,549.3654602347915,91.8497091749384,1892.147587511826,2023,1892.147587511826,8.573227730642072e-05
1301852,Iranduba,13,Amazonas,Norte,10,10,615,54700.8,116.02184106538554,44.08752601819195,645.6414175952372,2021,645.6414175952372,3.7741840045417854e-05
1301902,Itacoatiara,13,Amazonas,Norte,10,10,606,104002.9,60.19627792802903,20.317466705422028,354.1593717172728,2018,354.1593717172728,3.7189520434997106e-05
1301951,Itamarati,13,Amazonas,Norte,10,2,2,9317.1,2.50403805322959,0.0,12.73723092599669,2019,12.73723092599669,1.227376912046109e-07
1302009,Itapiranga,13,Amazonas,Norte,10,3,3,9700.3,3.273039238843394,0.0,11.032656663724625,2018,11.032656663724625,1.8410653680691636e-07
1302108,Japurá,13,Amazonas,Norte,10,9,775,5542.4,896.5723857169214,264.1747062347921,3285.165951682095,2023,3285.165951682095,4.756085534178673e-05
1302207,Juruá,13,Amazonas,Norte,10,6,14,13089.1,11.672788445755982,6.536790439098607,71.73601147776183,2024,71.73601147776183,8.591638384322764e-07
1302306,Jutaí,13,Amazonas,Norte,10,8,2542,19464.4,1209.4071511475574,746.3353214910844,3658.360939075328,2020,3658.360939075328,0.00015599960552106047
1302405,Lábrea,13,Amazonas,Norte,10,10,2422,46410.5,513.9329078838898,141.7604244170432,1416.3958550493592,2024,1416.3958550493592,0.0001486353440487838
1302504,Manacapuru,13,Amazonas,Norte,10,10,420,100972.6,41.31251033357204,23.065673370434716,178.6915362452692,2021,178.6915362452692,2.5774915152968293e-05
1302553,Manaquiri,13,Amazonas,Norte,10,7,21,25726.5,11.1322560688467,4.435685228812491,52.91316361926039,2024,52.91316361926039,1.2887457576484146e-06
1302603,Manaus,13,Amazonas,Norte,10,10,20714,2173914.1,95.4449599964868,58.21787351387635,253.0091086143896,2016,253.0091086143896,0.0012711942678061553
1302702,Manicoré,13,Amazonas,Norte,10,9,867,55684.8,154.28272677811273,33.98181302393311,848.3581569549691,2021,848.3581569549691,5.320678913719883e-05
1302801,Maraã,13,Amazonas,Norte,10,9,140,17269.3,88.79217453794384,13.593279568040293,734.1103741387083,2023,734.1103741387083,8.591638384322763e-06
1302900,Maués,13,Amazonas,Norte,10,9,419,63563.9,66.815282737048,36.824610869850716,252.00458190148913,2016,252.00458190148913,2.5713546307365986e-05
1303007,Nhamundá,13,Amazonas,Norte,10,2,3,20938.9,1.4198974663602209,0.0,9.47597839476926,2024,9.47597839476926,1.8410653680691636e-07
1303106,Nova Olinda do Norte,13,Amazonas,Norte,10,7,125,33353.5,35.02600017131756,3.2092278860047556,298.8826815642458,2016,298.8826815642458,7.671105700288183e-06
1303205,Novo Airão,13,Amazonas,Norte,10,8,137,18002.1,75.83022203009584,43.37025894150979,397.0661225390173,2016,397.0661225390173,8.407531847515848e-06
1303304,Novo Aripuanã,13,Amazonas,Norte,10,9,396,25114.8,159.21181029217703,36.8565024185701,1209.6447932680637,2016,1209.6447932680637,2.430206285851296e-05
1303403,Parintins,13,Amazonas,Norte,10,10,163,108234.6,14.843099648520294,14.285774318331011,28.341019761420142,2021,28.341019761420142,1.000312183317579e-05
1303502,Pauini,13,Amazonas,Norte,10,9,20,19618.5,10.186654123252831,7.718149583552828,20.39151712887439,2021,20.39151712887439,1.227376912046109e-06
1303536,Presidente Figueiredo,13,Amazonas,Norte,10,10,318,34282.7,90.26285150648451,62.93740174464822,247.35837388755948,2020,247.35837388755948,1.9515292901533135e-05
1303569,Rio Preto da Eva,13,Amazonas,Norte,10,10,102,29912.0,37.63945279037564,13.67166692524469,168.43118383060633,2022,168.43118383060633,6.259622251435156e-06
1303601,Santa Isabel do Rio Negro,13,Amazonas,Norte,10,8,69,20533.1,29.477959460478882,7.057164285764374,162.38159675236807,2020,162.38159675236807,4.234450346559076e-06
1303700,Santo Antônio do Içá,13,Amazonas,Norte,10,7,322,24970.2,126.69606522990857,60.89190872178784,382.9766862942218,2021,382.9766862942218,1.9760768283942356e-05
1303809,São Gabriel da Cachoeira,13,Amazonas,Norte,10,10,2216,48949.0,483.1718541586259,120.22035630159274,1929.154595733474,2019,1929.154595733474,0.0001359933618547089
1303908,São Paulo de Olivença,13,Amazonas,Norte,10,7,478,37064.3,134.1284708336559,25.81892348089921,482.30048230048226,2023,482.30048230048226,2.9334308197902008e-05
1303957,São Sebastião do Uatumã,13,Amazonas,Norte,10,4,35,13118.6,25.096672593777864,0.0,177.1358495707862,2021,177.1358495707862,2.1479095960806908e-06
1304005,Silves,13,Amazonas,Norte,10,4,9,10329.9,9.532655043843365,0.0,65.59527714004591,2016,65.59527714004591,5.523196104207491e-07
1304062,Tabatinga,13,Amazonas,Norte,10,10,1532,67115.6,231.92818888005772,185.138796124061,587.7528704209951,2019,587.7528704209951,9.401707146273196e-05
1304104,Tapauá,13,Amazonas,Norte,10,9,1636,18474.2,919.1150565003643,486.728312242357,5581.891443470017,2021,5581.891443470017,0.00010039943140537172
1304203,Tefé,13,Amazonas,Norte,10,10,2341,66980.4,343.7198329351467,276.2536690147005,1161.9541462487614,2023,1161.9541462487614,0.00014366446755499708
1304237,Tonantins,13,Amazonas,Norte,10,6,734,19168.9,375.19575410625777,108.05170851635688,1963.9424325868965,2023,1963.9424325868965,4.5044732672092204e-05
1304260,Uarini,13,Amazonas,Norte,10,6,21,14094.0,14.763126336913837,7.387267708394093,83.15432055990576,2023,83.15432055990576,1.2887457576484146e-06
1304302,Urucará,13,Amazonas,Norte,10,5,69,17519.3,40.14655692121083,2.54880970586736,363.3167301494287,2016,363.3167301494287,4.234450346559076e-06
1304401,Urucurituba,13,Amazonas,Norte,10,6,68,23653.0,30.782838794845134,6.317508658417827,235.56581986143186,2016,235.56581986143186,4.173081500956771e-06
1400027,Amajari,14,Roraima,Norte,10,8,31,13433.0,23.35453720774952,21.58600193695321,62.519537355423566,2019,62.519537355423566,1.9024342136714692e-06
1400050,Alto Alegre,14,Roraima,Norte,10,10,84,18259.3,42.69027822467457,28.71360691830548,169.2047377326565,2024,169.2047377326565,5.1549830305936585e-06
1400100,Boa Vista,14,Roraima,Norte,10,10,2340,407188.7,57.49674592167973,35.07073349156977,249.7413661378763,2019,249.7413661378763,0.00014360309870939476
1400159,Bonfim,14,Roraima,Norte,10,10,208,13235.0,153.66128264064747,61.56683511819133,653.5947712418301,2023,653.5947712418301,1.2764719885279534e-05
1400175,Cantá,14,Roraima,Norte,10,8,130,18667.0,69.13129357810314,66.51640421571335,150.83690151810043,2024,150.83690151810043,7.97794992829971e-06
1400209,Caracaraí,14,Roraima,Norte,10,10,309,21685.9,140.76000779647558,38.56374277824643,921.2806713490833,2019,921.2806713490833,1.8962973291112387e-05
1400233,Caroebe,14,Roraima,Norte,10,10,295,10494.5,291.1396471534727,41.160156376347885,2055.266004523552,2019,2055.266004523552,1.810380945268011e-05
1400282,Iracema,14,Roraima,Norte,10,8,68,11169.5,63.61871135137684,35.08213351198978,219.49516112940236,2023,219.49516112940236,4.173081500956771e-06
1400308,Mucajaí,14,Roraima,Norte,10,10,124,18132.0,68.91020244684833,40.40385934666169,313.6727720831233,2019,313.6727720831233,7.609736854685877e-06
1400407,Normandia,14,Roraima,Norte,10,7,103,12654.4,75.47061755645758,10.962382463548973,368.3943089430894,2024,368.3943089430894,6.320991097037462e-06
1400456,Pacaraima,14,Roraima,Norte,10,7,139,18034.7,63.87998183028882,12.274923144488362,348.35323923271807,2024,348.35323923271807,8.530269538720458e-06
1400472,Rorainópolis,14,Roraima,Norte,10,10,280,31766.4,81.30131866605863,50.30817990544338,416.3605192260593,2024,416.3605192260593,1.7183276768645526e-05
1400506,São João da Baliza,14,Roraima,Norte,10,9,108,8587.4,131.1921575208843,77.5078569608426,419.45209070651464,2016,419.45209070651464,6.6278353250489894e-06
1400605,São Luiz do Anauá,14,Roraima,Norte,10,6,42,7754.3,53.809379196091484,12.239086228114637,321.46071750032144,2024,321.46071750032144,2.5774915152968293e-06
1400704,Uiramutã,14,Roraima,Norte,10,7,30,12144.6,26.6193310785317,9.476964812829497,189.411876124633,2019,189.411876124633,1.8410653680691636e-06
1500107,Abaetetuba,15,Pará,Norte,10,10,817,159854.2,50.214491772501546,19.41505988767886,180.11801238603735,2024,180.11801238603735,5.0138346857083555e-05
1500131,Abel Figueiredo,15,Pará,Norte,10,8,70,6909.7,103.86960765169408,95.48368983616001,278.5903329154478,2016,278.5903329154478,4.2958191921613816e-06
1500206,Acará,15,Pará,Norte,10,10,278,57455.0,46.0290212690701,25.553445981041598,169.05631489130957,2024,169.05631489130957,1.7060539077440916e-05
1500305,Afuá,15,Pará,Norte,10,10,818,38972.9,209.71593539040856,26.06397315393158,606.3815702369919,2023,606.3815702369919,5.019971570268586e-05
1500347,Água Azul do Norte,15,Pará,Norte,10,10,442,23497.8,197.44415340013106,98.677750631307,685.8407079646017,2023,685.8407079646017,2.7125029756219013e-05
1500404,Alenquer,15,Pará,Norte,10,10,870,62742.9,151.61315208653525,54.079535286455396,973.4352256186316,2016,973.4352256186316,5.339089567400575e-05
1500503,Almeirim,15,Pará,Norte,10,8,208,34418.4,58.97585986773466,8.88266997687524,275.22430781086587,2024,275.22430781086587,1.2764719885279534e-05
1500602,Altamira,15,Pará,Norte,10,10,2609,121074.0,202.85469245712898,137.68359783337868,517.5862522083194,2024,517.5862522083194,0.00016011131817641493
1500701,Anajás,15,Pará,Norte,10,7,318,29066.5,107.81455978559987,7.054393556719511,653.26800653268,2024,653.26800653268,1.9515292901533135e-05
1500800,Ananindeua,15,Pará,Norte,10,10,1365,513363.3,26.78160151812451,13.838344810962871,97.07820210382052,2024,97.07820210382052,8.376847424714695e-05
1500859,Anapu,15,Pará,Norte,10,10,1576,30062.2,517.9752836237737,217.23531692699214,2129.4656037791556,2017,2129.4656037791556,9.67173006692334e-05
1500909,Augusto Corrêa,15,Pará,Norte,10,10,510,45853.7,107.86514126906857,26.480012587647657,630.3222574720321,2025,630.3222574720321,3.1298111257175785e-05
1500958,Aurora do Pará,15,Pará,Norte,10,10,180,28273.1,72.45872883993539,22.4642540895689,382.7710944729537,2023,382.7710944729537,1.1046392208414982e-05
1501006,Aveiro,15,Pará,Norte,10,4,44,17266.4,23.241996532696085,0.0,201.23839009287926,2025,201.23839009287926,2.70022920650144e-06
1501105,Bagre,15,Pará,Norte,10,4,20,31641.1,6.082201928309556,0.0,28.220243321209082,2023,28.220243321209082,1.227376912046109e-06
1501204,Baião,15,Pará,Norte,10,9,260,49892.2,47.947977950759054,7.209487477126691,285.9747269835028,2024,285.9747269835028,1.595589985659942e-05
1501253,Bannach,15,Pará,Norte,10,10,279,3613.4,770.6880898108666,662.1116112401197,1881.467544684854,2024,1881.467544684854,1.7121907923043223e-05
1501303,Barcarena,15,Pará,Norte,10,10,770,127276.8,57.49912578021595,16.28361452063648,253.81805631453304,2025,253.81805631453304,4.72540111137752e-05
