ano_epidemiologico,codigo_uf_ibge,nome_uf_ibge,regiao,casos_provaveis,populacao_uf,unidades_territoriais,unidades_territoriais_com_casos,incidencia_anual_100mil,proporcao_unidades_com_casos,participacao_casos_nacional_ano
2025,23,Ceará,Nordeste,5529,9268836,184,171,59.65150316609335,0.9293478260869565,0.003364767855969192
2025,24,Rio Grande do Norte,Nordeste,9574,3455236,167,157,277.08671708676343,0.9401197604790419,0.005826422038894745
2025,25,Paraíba,Nordeste,7865,4164468,223,178,188.85965746405063,0.7982062780269058,0.0047863807536982625
2025,26,Pernambuco,Nordeste,21318,9562007,185,180,222.94482737776704,0.972972972972973,0.012973434826108018
2025,27,Alagoas,Nordeste,8156,3220848,102,95,253.22523757718463,0.9313725490196079,0.004963473798749273
2025,28,Sergipe,Nordeste,732,2299425,75,63,31.83404546788871,0.84,0.0004454711648705821
2025,29,Bahia,Nordeste,32736,14870907,417,405,220.13452172083385,0.9712230215827338,0.01992205471749095
2025,31,Minas Gerais,Sudeste,162399,21393441,853,842,759.1064943689985,0.9871043376318874,0.09883069904893123
2025,32,Espírito Santo,Sudeste,34075,4126854,78,78,825.6894961634214,1.0,0.020736926151591648
2025,33,Rio de Janeiro,Sudeste,29647,17223547,92,92,172.13063023545615,1.0,0.0180421907444237
2025,35,São Paulo,Sudeste,893487,46081801,645,645,1938.9151044682476,1.0,0.5437468506649205
2025,41,Paraná,Sul,107473,11890517,399,393,903.8547272587055,0.9849624060150376,0.06540453893734435
2025,42,Santa Catarina,Sul,25162,8187029,295,232,307.3398176554645,0.7864406779661017,0.015312767008843698
2025,43,Rio Grande do Sul,Sul,85606,11233263,497,363,762.0759880722102,0.7303822937625755,0.0520970007375834
2025,50,Mato Grosso do Sul,Centro-Oeste,13135,2924631,79,79,449.11648683201406,1.0,0.007993529713900405
2025,51,Mato Grosso,Centro-Oeste,35462,3893659,142,142,910.7628582780362,1.0,0.02158100880961828
2025,52,Goiás,Centro-Oeste,105673,7423629,246,246,1423.4682255807772,1.0,0.06430911804012161
2025,53,Distrito Federal,Centro-Oeste,10807,2996899,1,1,360.60607981783835,1.0,0.006576785353492324
