regiao,semana_epidemiologica,anos_disponiveis,casos_media,casos_mediana,incidencia_media_100mil,incidencia_mediana_100mil,incidencia_q25_100mil,incidencia_q75_100mil,incidencia_minima_100mil,incidencia_maxima_100mil
Centro-Oeste,35,10,831.8,683.0,5.049791004271171,4.1665516605564195,3.2112628048956937,6.209441210971492,2.835070175649199,10.012561436671808
Centro-Oeste,36,10,829.1,744.5,5.029976089975073,4.542918431884512,2.9764249502323,6.273421155432503,2.37466747569131,10.018700346197665
Centro-Oeste,37,10,869.7,748.5,5.281473509584687,4.565690683186165,3.225078553163534,6.291207287345974,2.930849573475186,9.951172341413244
Centro-Oeste,38,10,874.5,723.0,5.312657725793129,4.3917037213179295,3.4946063780103405,6.391328314424697,3.02344930591997,9.895922155680536
Centro-Oeste,39,10,856.1,792.0,5.202545144535927,4.683920380095282,3.3736945226308936,6.177090578371417,2.884874546065305,10.1967287224475
Centro-Oeste,40,10,912.8,809.5,5.5472913089925395,4.871015629941205,3.606861794101509,7.008690360029172,3.269270112460338,10.02483925572352
Centro-Oeste,41,10,855.6,741.5,5.1988338020559395,4.499344662281617,3.6660581431037937,6.303663270783644,3.126457385083151,9.877505427102966
Centro-Oeste,42,10,951.5,848.0,5.793760587506935,5.050041594621484,4.686956801154508,6.479573412151761,2.829565114019053,10.52209092731789
Centro-Oeste,43,10,914.9,890.0,5.562800362478626,5.39555890238406,4.284701431326805,6.382911790312878,2.6417353098764607,9.46005957934473
Centro-Oeste,44,10,978.4,1049.0,5.941940908609761,6.357407294969053,4.363168293028192,7.289758911395053,2.5508499207752062,9.859088698525397
Centro-Oeste,45,10,1207.7,1149.0,7.341340855990779,6.855924105436541,4.721437632087684,8.564499458199474,4.1140786133167815,14.033547176107758
Centro-Oeste,46,10,1327.1,1200.5,8.062072631158012,7.144612214101352,5.316643444892547,10.50061753811069,3.5384711490088376,15.500746552787438
Centro-Oeste,47,10,1595.8,1393.0,9.69077680888616,8.60857044527841,5.9346221587263095,14.290800531567955,4.06276000482996,15.795414210028548
Centro-Oeste,48,10,1771.0,1566.0,10.7522808661858,9.44171045050097,6.64135429107395,15.618070506361601,3.974576066740628,20.416181251158175
Centro-Oeste,49,10,2140.7,1895.5,12.98658272939196,11.717281984394013,7.208973723538418,16.99762041133811,4.522576253438622,27.592669471662028
Centro-Oeste,50,10,2385.8,2124.0,14.488664663001122,13.086107709925798,7.6646346762048365,16.803834984409903,4.409196904466624,31.339526540915916
Centro-Oeste,51,10,2202.9,1781.5,13.368658998982236,10.712168816761004,6.965451043349418,13.837457454322612,4.053488353915945,31.41280004380726
Centro-Oeste,52,10,1588.6,1472.0,9.676233693558109,8.77736120402712,6.697225653722793,11.596943293862275,3.180988618543904,19.20250899687886
Centro-Oeste,53,2,1055.5,1055.5,6.1605015514406825,6.1605015514406825,3.9648685629725504,8.356134539908814,1.7692355745044188,10.551767528376946
Sudeste,1,10,9919.4,5247.0,11.302956391503335,5.91561080848815,2.1315205067040943,21.149264414809792,0.9599604596619028,33.21007239491102
Sudeste,2,10,12177.7,7202.0,13.864517758697954,8.291269865171955,2.473259560766777,25.034609659558075,1.170878137853651,41.79300853611705
Sudeste,3,10,15765.1,9822.5,17.936989269990438,11.111381703909952,2.7857306580280694,29.04501243094729,1.4684430784376852,62.74254961703866
Sudeste,4,10,20304.8,12813.5,23.080615455526793,14.79854092156194,3.309951213131309,33.3542670144072,1.4479213583974069,91.13868491250388
Sudeste,5,10,25106.2,15596.5,28.541509056169424,17.587334220504225,4.479266242752873,38.96448326322567,1.580172443101422,121.33581495966047
Sudeste,6,10,30167.5,19272.5,34.306678839513616,21.73032087051326,5.343504048332308,44.54843693544839,1.433100116146095,152.86112221404815
Sudeste,7,10,36093.2,21074.0,41.04190974481851,23.764692394189748,6.555746353731824,49.90080927398422,1.6702399921670874,190.21709355489543
Sudeste,8,10,41440.5,20281.0,47.10516737614949,22.880801436266214,7.438633626041039,55.878923152509074,1.7386457256346817,236.69765359384834
Sudeste,9,10,44921.2,20711.0,51.085934018197634,23.364015482228698,10.155818248239722,58.8533034338512,2.0795342974148583,261.4252212591452
Sudeste,10,10,48085.9,22677.0,54.70230756213397,25.582903853431063,11.460339640121987,62.70646168585687,2.5173309916074604,275.09404922107376
Sudeste,11,10,51636.3,25980.5,58.75241309352394,29.830268624189774,13.186888260576417,63.22907723423649,2.480744214983847,292.65939026419926
Sudeste,12,10,55442.5,32432.0,63.09245363073444,37.25530864749011,11.799134426049939,63.75514776177809,2.350784040531749,324.98927725414836
Sudeste,13,10,52207.9,37549.5,59.488443615013864,43.13555648467403,14.004148248822457,67.77484310932375,2.102364592021545,272.3993277504979
Sudeste,14,10,55115.1,42075.0,62.774954581839175,49.04631358146787,14.052532647186482,65.38465717013179,1.9632036972542546,296.91249127868855
