modelo,horizonte,fold,treino_inicio,treino_fim,validacao_ano,linhas_treino,positivos_treino,prevalencia_treino,linhas_validacao,threshold,tempo_treinamento_segundos,tempo_predicao_segundos,geral_observacoes,geral_positivos,geral_negativos,geral_prevalencia,geral_pr_auc_average_precision,geral_roc_auc,geral_recall,geral_precision,geral_f1,geral_balanced_accuracy,geral_brier_score,geral_tn,geral_fp,geral_fn,geral_tp,early_warning_observacoes,early_warning_positivos,early_warning_negativos,early_warning_prevalencia,early_warning_pr_auc_average_precision,early_warning_roc_auc,early_warning_recall,early_warning_precision,early_warning_f1,early_warning_balanced_accuracy,early_warning_brier_score,early_warning_tn,early_warning_fp,early_warning_fn,early_warning_tp
logistic_regression,3,fold_4,2018,2023,2024,1726390,278166,0.16112581745723736,272881,0.5,9.934619399999065,0.0848816000016086,272881,94311,178570,0.3456121899289434,0.8637691441582162,0.8949650337498106,0.7365948828874681,0.8482380522112872,0.7884841296415053,0.8334959630319068,0.10987752724393493,166141,12429,24842,69469,177938,20706,157232,0.11636637480470725,0.2638844864801291,0.669513177802114,0.060030908915290254,0.6147378832838774,0.10938049982400563,0.5275382233596498,0.09897912283334578,156453,779,19463,1243
hist_gradient_boosting,3,fold_4,2018,2023,2024,1726390,278166,0.16112581745723736,272881,0.5,20.5337600999992,0.7331353000008676,272881,94311,178570,0.3456121899289434,0.8988794152802972,0.9221942220279098,0.7277093870280243,0.8877376794722546,0.7997972276120056,0.8395532991028569,0.09502962506060869,169891,8679,25680,68631,177938,20706,157232,0.11636637480470725,0.3384683650677734,0.7675577830489,0.10842267941659423,0.5657762096774194,0.18197292696765827,0.54873217516164,0.091202489088689,155509,1723,18461,2245
logistic_regression,4,fold_1,2018,2020,2021,852057,135548,0.15908325381987357,267312,0.5,3.5814923999987514,0.08157250000112981,267312,24155,243157,0.09036257257437003,0.5160449474868314,0.8079455185997362,0.4154419374870627,0.6787743506493507,0.5154215567939597,0.6979556730703654,0.058947712217443576,238408,4749,14120,10035,245070,11811,233259,0.04819439343860938,0.1026930808769664,0.6437675025663652,0.009567352468038269,0.5,0.018775442385976573,0.504541456212498,0.04573397314095356,233146,113,11698,113
hist_gradient_boosting,4,fold_1,2018,2020,2021,852057,135548,0.15908325381987357,267312,0.5,10.402022899999793,0.684248600000501,267312,24155,243157,0.09036257257437003,0.5943849802763416,0.8711418447717387,0.41068101842268684,0.737491636309568,0.5275753869063448,0.6980797682086168,0.053958737655287345,239626,3531,14235,9920,245070,11811,233259,0.04819439343860938,0.1782454000672503,0.7742128117537981,0.03606807213614427,0.4346938775510204,0.06660933468845281,0.5168465149006145,0.043250707860890955,232705,554,11385,426
logistic_regression,4,fold_2,2018,2021,2022,1141645,160796,0.14084588466642434,267312,0.5,4.521436399998493,0.06324580000000424,267312,60200,207112,0.2252050038905848,0.6642163195138772,0.8208336074185357,0.4574750830564784,0.7486136783733827,0.567905307873139,0.7064114570908333,0.1201434828851766,197864,9248,32660,27540,207946,23294,184652,0.11201946659228838,0.22362006371399504,0.6514250043114106,0.022151627028419336,0.7068493150684931,0.04295704295704296,0.5104963451087767,0.09724246528646824,184438,214,22778,516
hist_gradient_boosting,4,fold_2,2018,2021,2022,1141645,160796,0.14084588466642434,267312,0.5,13.125241499999902,0.6790247999997518,267312,60200,207112,0.2252050038905848,0.7225029221321897,0.8656800010561316,0.4931229235880399,0.7796512238680534,0.6041352924416948,0.7263067203980602,0.10908773670390086,198722,8390,30514,29686,207946,23294,184652,0.11201946659228838,0.3151357097573364,0.7639823066466849,0.06014424315274319,0.6117903930131005,0.10952157598499061,0.5276648906771666,0.08986177853594143,183763,889,21893,1401
logistic_regression,4,fold_3,2018,2022,2023,1431233,223865,0.15641408491838854,267312,0.5,6.312101500001518,0.06404490000022633,267312,51293,216019,0.1918843897767403,0.6127884788717186,0.7958467105520532,0.427875148655762,0.7201877009910087,0.5368180317242898,0.6942008844996714,0.10834683952703193,207492,8527,29346,21947,218000,21055,196945,0.09658256880733945,0.1581612284804534,0.5907443786358594,0.016575635241035384,0.5915254237288136,0.032247632247632246,0.5076759716736797,0.0857779951199704,196704,241,20706,349
hist_gradient_boosting,4,fold_3,2018,2022,2023,1431233,223865,0.15641408491838854,267312,0.5,16.708979900000486,0.7214265000002342,267312,51293,216019,0.1918843897767403,0.6906997729243781,0.8601822410676453,0.4810987854093151,0.7576139015104998,0.5884934120312407,0.7222755371641727,0.09833539165531426,208124,7895,26616,24677,218000,21055,196945,0.09658256880733945,0.24867679414883578,0.7487939612175843,0.048302066017573024,0.4458570802279702,0.08716146726088447,0.5209420152627152,0.08085093856027636,195681,1264,20038,1017
logistic_regression,4,fold_4,2018,2023,2024,1720821,277970,0.16153336111077213,267312,0.5,7.781809099999009,0.07295030000022962,267312,92488,174824,0.34599269767163465,0.7956049946627544,0.842962222753235,0.6217347115301445,0.802039165364874,0.700470204161185,0.7702751029851336,0.13889059901150574,160631,14193,34985,57503,173601,24960,148641,0.14377797362918415,0.23205475363108,0.5999071774572499,0.02792467948717949,0.6740812379110251,0.05362776025236593,0.5128287359599769,0.12239310600482099,148304,337,24263,697
hist_gradient_boosting,4,fold_4,2018,2023,2024,1720821,277970,0.16153336111077213,267312,0.5,19.957620999999563,0.7463240999986738,267312,92488,174824,0.34599269767163465,0.8359445074287079,0.877826303350513,0.6418778652365712,0.8229390482263408,0.7212182691782029,0.7844079071297942,0.1255375516744883,162051,12773,33122,59366,173601,24960,148641,0.14377797362918415,0.3043693692116062,0.7174945462622125,0.05725160256410256,0.5061990789939781,0.10286866069178995,0.5239366509130414,0.11502969207216543,147247,1394,23531,1429
